customer_id,gender,birth_year
558102,female,1997.0
565351,male,1971.0
568740,,
598899,female,1997.0
619827,female,1990.0
621424,male,1964.0
623813,female,1979.0
641257,male,1962.0
644241,female,1970.0
659750,male,1996.0
665073,male,1978.0
693885,male,1965.0
706551,male,1968.0
712909,female,1980.0
729783,male,1982.0
733108,male,1970.0
741664,male,1974.0
757411,male,1971.0
760857,female,1992.0
775993,male,1974.0
780901,male,1987.0
782301,female,1974.0
785757,female,1963.0
810063,male,1979.0
827872,female,1980.0
838909,female,1985.0
842616,male,1984.0
877109,male,1991.0
877196,female,1989.0
897908,female,1979.0
903780,male,1987.0
932405,male,1969.0
934629,male,1981.0
962101,female,1981.0
975056,,
982349,female,1968.0
987459,male,1968.0
992262,male,1994.0
992399,male,1977.0
1004493,male,1984.0
1014945,female,1993.0
1016837,female,1984.0
1017941,,
1040499,female,1965.0
1046638,male,1967.0
1070405,male,1982.0
1087252,male,1995.0
1108818,male,1965.0
1109370,female,1988.0
1112518,female,1950.0
1114602,female,1981.0
1146333,male,1979.0
1151793,male,1994.0
1154602,male,1990.0
1155102,,
1183604,male,1946.0
1188401,female,1977.0
1280964,female,1992.0
1335542,female,1971.0
1344844,male,1988.0
1348819,,
1357781,male,1991.0
180050,male,1966.0
199395,female,1964.0
206659,male,1963.0
219630,male,1970.0
236168,male,1985.0
266606,male,1971.0
295414,male,1953.0
352138,male,1971.0
357163,female,1956.0
357311,male,1958.0
373404,female,1970.0
375392,male,1987.0
387503,female,1971.0
428322,male,1987.0
434251,male,1963.0
458822,male,1972.0
459688,female,1964.0
524138,male,1950.0
528583,male,1977.0
559948,male,1961.0
560559,male,1962.0
591735,female,1988.0
608772,male,1986.0
626614,male,1990.0
654658,male,1981.0
660937,male,1990.0
672987,male,1981.0
681898,male,1993.0
703654,,
711748,female,1984.0
723997,male,1980.0
749771,male,1982.0
770855,male,1987.0
791429,male,1975.0
810846,male,1991.0
830640,female,1988.0
961808,male,1964.0
974018,female,1966.0
1016745,female,1947.0
1018873,male,1978.0
1045392,female,1990.0
1055902,male,1989.0
1068288,male,1990.0
1077504,male,1991.0
1090867,,
1103935,male,1986.0
1104229,male,1991.0
1115878,male,1963.0
1138321,male,1965.0
1142793,male,1983.0
1161474,male,1971.0
1175727,male,1995.0
1193079,male,1976.0
1199840,female,1986.0
1200037,male,1974.0
1241556,female,1986.0
1251292,male,1977.0
1258431,male,1996.0
1262009,male,1972.0
1262338,male,1948.0
1265126,,
1270041,male,1989.0
1286821,female,1986.0
1287698,female,1974.0
1301722,male,1945.0
1302735,male,1979.0
1311201,male,1985.0
1320805,male,1988.0
1336928,male,1969.0
1362632,male,1997.0
1365150,male,1973.0
190964,,
192350,female,1978.0
209045,male,1967.0
217362,female,1994.0
220426,male,1972.0
237720,male,1972.0
248065,male,1959.0
254551,male,1986.0
288325,male,1975.0
292222,female,1965.0
342479,male,1994.0
365179,male,1990.0
366669,male,1986.0
372607,male,1991.0
376742,male,1958.0
388196,male,1997.0
393634,male,1980.0
449112,male,1993.0
450720,male,1955.0
455911,female,1977.0
543438,male,1983.0
550554,female,1985.0
578773,male,1992.0
613966,male,1979.0
628141,female,1967.0
641253,male,1954.0
677651,male,1976.0
733202,female,1995.0
778921,male,1978.0
779478,,
817765,male,1976.0
825789,male,1973.0
837766,female,1992.0
845428,male,1973.0
853286,male,1975.0
865111,male,1962.0
872048,male,1968.0
887858,male,1987.0
890937,female,1993.0
896579,male,1990.0
906403,female,1995.0
912623,male,1988.0
958533,male,1994.0
960369,male,1976.0
960722,male,1976.0
994605,male,1965.0
1000216,male,1995.0
1013324,male,1973.0
1058554,male,1993.0
1076886,female,1981.0
1099041,male,1987.0
1117232,,
1161975,female,1989.0
1162558,male,1968.0
1186243,male,1980.0
1211076,female,1992.0
1219742,female,1959.0
1224193,male,1976.0
1237864,male,1980.0
1239486,female,1983.0
1253189,male,1992.0
1254297,male,2001.0
1257146,female,1996.0
1264295,,
1285332,male,2002.0
1329788,female,1992.0
1337529,,
183292,male,1959.0
203719,female,1980.0
211133,male,
213344,female,1965.0
218804,male,1980.0
219622,male,1974.0
251731,female,1976.0
296718,male,1972.0
319224,male,1994.0
338579,female,1987.0
345207,male,1969.0
351063,male,1974.0
363915,female,1994.0
385950,female,1988.0
394231,female,1954.0
407607,female,1993.0
412207,female,1981.0
438854,female,1992.0
463940,female,1986.0
486086,female,1968.0
491849,male,1982.0
544445,female,1966.0
583427,male,1966.0
586082,male,1985.0
591475,female,1970.0
621380,male,1995.0
625269,male,1957.0
692470,female,1960.0
751293,female,1976.0
764068,male,1973.0
782693,female,1997.0
788326,female,1991.0
806173,male,1969.0
852053,male,1979.0
852706,female,1992.0
865030,male,1980.0
890707,male,1991.0
910155,male,1966.0
924083,male,1974.0
946426,female,1978.0
947055,female,1980.0
952938,male,1955.0
981985,male,2001.0
997197,female,1956.0
999886,,
1025720,male,1981.0
1040172,male,1975.0
1045364,male,1991.0
1053471,female,1968.0
1053592,female,1983.0
1058346,,
1100942,male,1984.0
1134065,male,1985.0
1142311,male,1988.0
1145029,male,1975.0
1181839,female,1968.0
1207366,female,1983.0
1234453,male,1984.0
1240101,,
1275723,male,1986.0
1307362,female,1955.0
1312843,male,1968.0
1319492,male,1970.0
1323389,female,1976.0
1349313,male,1967.0
1361276,female,1993.0
169987,male,1983.0
176564,female,1962.0
195187,male,1981.0
196044,male,1978.0
197929,,
224890,female,1957.0
248103,female,1976.0
273315,male,1976.0
276548,male,1980.0
281852,male,1976.0
313821,male,1971.0
343206,male,1992.0
343722,male,1990.0
398056,female,1966.0
432939,,
445010,male,1978.0
448611,male,1981.0
468083,male,1991.0
500325,female,1990.0
516752,female,1982.0
520643,male,1985.0
522149,female,1956.0
529877,male,1994.0
542997,male,1994.0
554621,male,1965.0
563599,female,1969.0
578260,female,1970.0
580153,male,1976.0
584099,male,1980.0
589389,male,1970.0
605556,male,1990.0
644414,female,1956.0
687810,,
696141,male,1983.0
721495,male,1991.0
767446,female,1981.0
768207,male,1956.0
772700,male,1992.0
782955,female,1974.0
784680,male,1999.0
824511,male,1966.0
864621,male,1998.0
934908,male,1987.0
950533,male,1970.0
960053,male,1942.0
972226,male,1984.0
1041082,male,1995.0
1053093,male,2001.0
1134024,,
1145338,,
1153957,male,1975.0
1161771,male,1984.0
1174555,female,1976.0
1189519,male,1942.0
1242169,male,1992.0
1266535,female,1989.0
1292371,male,1962.0
1300113,,
1307024,female,1959.0
1316948,female,1960.0
1332933,female,1951.0
1349803,female,1972.0
1349873,male,1976.0
1363073,female,1967.0
216326,female,1975.0
226226,male,1990.0
238445,male,1956.0
265630,male,1967.0
268710,female,1948.0
276372,female,1966.0
285032,male,1964.0
291493,male,1960.0
311054,male,1986.0
381400,male,1975.0
386724,male,1978.0
408256,male,1983.0
409003,male,1987.0
416694,male,1968.0
435565,male,1955.0
437522,female,1945.0
462832,male,1983.0
478617,male,1985.0
513512,male,1950.0
516082,female,1986.0
550103,male,1997.0
566620,male,1986.0
568266,male,1980.0
578755,male,1972.0
581593,male,1993.0
621106,male,1988.0
705477,male,1956.0
706489,male,1960.0
709744,female,1976.0
729683,male,1956.0
735873,male,1979.0
774288,female,1981.0
778436,male,1981.0
792058,female,1972.0
812198,female,1965.0
812324,male,1994.0
843755,male,1967.0
845449,male,1977.0
861184,male,1984.0
933469,male,1981.0
1007352,female,1996.0
1008930,,
1016421,male,1977.0
1032589,male,1995.0
1038897,female,1968.0
1051112,male,1987.0
1059026,male,1990.0
1116988,female,1958.0
1126476,female,1955.0
1134875,female,1990.0
1152165,female,1985.0
1166219,female,1995.0
1172516,female,1966.0
1188902,female,1975.0
1206131,female,1988.0
1212436,male,1972.0
1213303,male,1976.0
1213890,,
1217892,male,1983.0
1266971,male,1994.0
1291629,male,1954.0
1292471,male,1997.0
1307106,,
1341669,,
1354103,female,1975.0
1360887,,
177980,female,1975.0
179494,female,1979.0
182371,male,1962.0
190799,male,1979.0
244003,female,1984.0
246692,male,1981.0
269858,male,1981.0
275042,female,1974.0
277845,male,1992.0
289684,female,1943.0
342998,male,1970.0
375254,female,1987.0
387338,male,1982.0
401996,female,1980.0
432833,female,1971.0
435567,female,1972.0
438120,female,1989.0
438758,male,1990.0
442374,male,1994.0
448148,male,1975.0
467128,female,1977.0
477183,male,1983.0
496341,male,1996.0
545870,male,1995.0
547639,male,1951.0
563617,male,1978.0
569886,female,1980.0
581407,male,1980.0
591901,male,1989.0
598516,male,1970.0
638535,female,1976.0
640970,male,1999.0
662002,male,1972.0
689024,female,1964.0
696432,male,1980.0
713026,female,1969.0
724590,male,1988.0
736004,female,1955.0
760215,female,1985.0
765234,male,1991.0
782098,male,1990.0
782925,,
783900,male,1979.0
802286,male,1973.0
805594,male,1983.0
822063,male,1976.0
824601,male,1983.0
833187,male,1994.0
836454,,
898107,male,1996.0
978004,male,1961.0
986955,female,1989.0
989895,male,1967.0
1043467,male,1997.0
1096169,female,1957.0
1111998,,
1166775,,
1175004,male,1974.0
1204787,male,1982.0
1230319,male,1981.0
1254599,male,1977.0
1267410,female,1976.0
1292508,,
1331149,male,1973.0
203485,female,1964.0
228275,male,1978.0
229661,male,1964.0
233648,female,1995.0
293281,male,1959.0
317706,female,1982.0
317800,male,1962.0
324835,male,1992.0
334529,female,1994.0
347147,male,1964.0
378382,male,1977.0
419788,male,1978.0
454982,female,1984.0
474923,female,1989.0
489196,male,1977.0
489830,female,1949.0
516444,male,1967.0
553291,female,1963.0
587168,female,1974.0
588463,female,1964.0
596928,male,1988.0
602435,male,1945.0
620255,female,1984.0
627709,female,1982.0
628173,male,1950.0
647544,female,1986.0
650946,male,1990.0
653954,female,1970.0
690378,female,1991.0
700996,female,1981.0
712846,male,1993.0
720631,female,1979.0
720947,male,1967.0
724271,female,1971.0
755331,female,1988.0
770242,male,1977.0
785202,male,1980.0
792399,male,1990.0
833039,male,1990.0
839906,male,1985.0
887882,male,1972.0
914855,male,1969.0
921613,male,1973.0
923189,male,1965.0
939374,male,1955.0
1022727,male,1977.0
1037168,male,1970.0
1056033,male,1985.0
1088901,female,1996.0
1089829,,
1098360,male,1979.0
1140890,female,1990.0
1162788,,
1173040,male,1966.0
1187077,male,1964.0
1231408,male,1956.0
1252412,male,1983.0
1276423,male,1988.0
1281946,female,1989.0
1297070,male,1967.0
1315252,female,1976.0
1339023,,
1341299,,
179650,male,1993.0
231857,female,1976.0
236792,male,1972.0
239400,male,1991.0
239886,male,1966.0
262459,male,1969.0
288015,male,1983.0
301650,female,1977.0
303273,female,1963.0
309992,male,1979.0
322139,female,1970.0
331788,male,1980.0
334738,male,1979.0
340627,male,1982.0
354695,male,1991.0
355837,female,1983.0
379210,female,1962.0
388685,male,1977.0
445629,female,1986.0
475434,male,1984.0
478996,female,1992.0
479062,male,1965.0
491248,female,1989.0
500244,female,1973.0
552503,female,1974.0
559677,,
566742,female,1990.0
581226,male,1981.0
623134,,
628303,male,1965.0
628787,male,1962.0
655534,male,1984.0
706451,male,1990.0
708130,male,1984.0
723513,male,1942.0
741250,male,1981.0
776703,male,1970.0
838739,male,1976.0
839356,male,1971.0
858261,male,1983.0
863708,male,1983.0
891030,female,1973.0
910016,male,1957.0
921394,,
941795,female,1986.0
947150,,
947460,female,1956.0
950660,male,1972.0
976597,male,1948.0
976870,male,1995.0
1020570,male,1979.0
1021436,male,1996.0
1028962,female,1963.0
1057680,male,1980.0
1062286,female,1989.0
1063169,male,1991.0
1067559,male,1983.0
1071720,,
1098320,male,1972.0
1208212,male,1989.0
1213050,male,1993.0
1228668,female,2000.0
1233369,,
1242878,male,1999.0
1296936,male,1991.0
1313452,male,1972.0
173985,male,1971.0
174193,female,1988.0
203027,male,1974.0
223886,male,1966.0
227902,male,
238077,male,1955.0
243648,,
251467,male,1978.0
285790,male,1948.0
321890,male,1992.0
345194,female,1987.0
350660,male,1966.0
355196,female,1974.0
360782,male,1995.0
370382,female,1986.0
411503,male,1990.0
418572,male,1975.0
446675,male,1990.0
476091,male,1989.0
478188,female,1981.0
546654,male,1993.0
581687,female,1988.0
589274,male,1965.0
590085,female,1989.0
682463,male,1981.0
708247,male,1988.0
713650,female,1968.0
762741,male,1987.0
799235,male,1972.0
808692,male,1973.0
815829,male,1968.0
817679,female,1992.0
870254,female,1992.0
876984,male,1991.0
910450,female,1979.0
925976,male,1976.0
927450,female,1994.0
928728,male,1997.0
943669,female,1986.0
947311,female,1996.0
973651,male,1990.0
990633,male,1987.0
997117,male,1956.0
1032041,male,1949.0
1041190,male,1965.0
1047968,male,1964.0
1055693,,
1076925,male,1965.0
1088258,male,1970.0
1129878,male,1977.0
1137266,female,1982.0
1155287,female,1964.0
1159020,female,1994.0
1180162,male,1976.0
1187026,female,1961.0
1210737,male,1983.0
1226542,female,1993.0
1233570,male,1987.0
1261018,male,1984.0
1293133,male,1983.0
1307803,male,1979.0
1360164,female,1998.0
181702,male,1983.0
190313,female,1998.0
238036,male,1957.0
239654,female,1990.0
264986,female,
303410,female,1966.0
353084,female,1979.0
370783,male,1977.0
381861,male,1973.0
387854,male,1978.0
394344,male,1984.0
419736,male,1970.0
429803,male,1977.0
450599,male,1980.0
474921,female,1987.0
475322,female,1967.0
508449,female,1995.0
529349,female,1971.0
540928,male,1989.0
568004,,
577948,male,1996.0
592070,male,1970.0
606929,,
640511,male,1987.0
641853,male,1977.0
658187,male,1985.0
672708,,
679902,male,1993.0
721016,male,1971.0
758080,male,1975.0
773171,female,1985.0
792170,female,1984.0
813257,male,1989.0
823805,male,1982.0
861739,male,1990.0
902563,male,1985.0
922518,female,1999.0
926123,male,1990.0
933820,male,1978.0
938585,female,1945.0
946642,male,1995.0
984227,,
1006780,male,1993.0
1020505,,
1021102,male,1973.0
1045805,female,1986.0
1080344,female,1970.0
1082336,female,1977.0
1097294,female,2000.0
1103377,male,1998.0
1120851,female,1998.0
1135331,male,1980.0
1139059,female,1996.0
1265335,male,1961.0
1265715,male,1993.0
1268460,male,1995.0
1274487,male,
1317552,female,1968.0
1321682,female,1962.0
1328369,male,1973.0
1344723,male,1994.0
1355774,male,1964.0
1356114,female,1956.0
1359208,,
186348,female,1979.0
223600,male,1988.0
256508,male,
361888,male,1971.0
373110,female,1991.0
393869,male,1982.0
396800,male,1983.0
403549,female,1983.0
403944,male,1959.0
421952,male,1969.0
422966,male,1986.0
422972,female,1980.0
449422,male,1982.0
450292,male,1990.0
460107,female,1954.0
505135,,
517258,male,1993.0
546948,female,1963.0
580528,male,1954.0
586232,female,1984.0
590486,male,1995.0
594778,male,1996.0
606667,male,1974.0
607728,male,1972.0
614632,,
649873,male,1990.0
659290,male,1994.0
670895,male,1990.0
683832,male,1981.0
732963,male,1985.0
741953,female,1977.0
780875,,
836146,,
859855,,
861790,male,1989.0
865629,female,1982.0
866472,female,1995.0
876687,female,1972.0
883383,male,1944.0
914924,male,1998.0
924204,male,1968.0
926771,male,1995.0
930266,female,1988.0
965609,female,1988.0
970665,female,1989.0
980400,male,1965.0
983365,female,1988.0
1025251,female,1986.0
1025712,male,1989.0
1026542,female,1992.0
1043818,,
1055384,female,1978.0
1067952,male,1979.0
1097905,female,1993.0
1098519,female,1997.0
1104624,male,1991.0
1195499,,
1234566,male,1963.0
1270623,male,1969.0
1277881,male,1985.0
1313619,male,1969.0
1349607,female,1995.0
1361464,male,1977.0
1362936,male,1994.0
1364484,,
193871,male,1950.0
219403,male,1983.0
224750,female,1983.0
226174,female,1963.0
234133,female,1992.0
236138,female,1974.0
259505,female,1959.0
308755,male,1968.0
315777,female,1962.0
319363,female,1964.0
323264,male,1976.0
324219,female,1963.0
346451,male,1962.0
356463,female,1986.0
357023,female,1962.0
379470,male,1976.0
418356,female,1961.0
443879,female,1986.0
444290,male,1964.0
446912,male,1989.0
467992,female,1988.0
480989,male,1982.0
485422,male,1990.0
560940,male,1957.0
563959,male,1985.0
583572,male,1978.0
626931,female,1984.0
666297,female,1978.0
682761,male,1989.0
705391,male,1991.0
714982,male,1965.0
718246,male,1980.0
745995,female,1971.0
762099,male,1965.0
831282,male,1988.0
833174,male,1977.0
837674,,
841400,male,1971.0
855476,,
903803,female,1970.0
907085,male,1955.0
980857,female,1967.0
987492,male,1980.0
994199,female,1999.0
1015539,male,1964.0
1017739,male,1967.0
1050997,male,1979.0
1098929,male,1986.0
1122522,female,1989.0
1154133,male,1988.0
1163683,male,1972.0
1184610,male,1971.0
1195922,male,1970.0
1229936,,
1233648,female,1990.0
1256109,male,1990.0
1269029,female,1995.0
1295541,male,1969.0
1332597,male,1995.0
1334022,male,2001.0
1352005,,
190155,male,1947.0
208176,male,1970.0
261733,female,1988.0
263733,female,1976.0
273356,male,1978.0
280297,female,1947.0
287905,male,1981.0
290418,male,1954.0
295742,male,1976.0
305685,female,1965.0
334450,female,1947.0
335636,female,1950.0
374381,male,1994.0
395886,male,1960.0
404889,male,1971.0
448402,female,1969.0
475703,female,1946.0
475801,female,1980.0
504770,male,1954.0
535312,male,1959.0
565609,male,1992.0
633456,female,1974.0
664837,male,1982.0
670754,male,1984.0
681071,male,1969.0
714238,,
727649,male,1986.0
756176,male,1987.0
756819,male,1986.0
769759,female,1989.0
770590,male,1985.0
771777,male,1962.0
775760,female,1967.0
881856,male,1974.0
899272,male,1990.0
908451,female,1965.0
923696,male,1983.0
1008303,male,1989.0
1010584,female,1992.0
1017526,female,1997.0
1028369,male,1985.0
1032130,male,1968.0
1037734,male,1989.0
1065280,male,1949.0
1096258,male,1966.0
1099511,male,1996.0
1106214,male,1973.0
1122732,male,1995.0
1141041,male,1981.0
1180466,male,1987.0
1183993,female,1982.0
1212779,,
1268705,female,1995.0
1273134,female,1961.0
1281660,,
1308143,female,1992.0
1310535,,
1325465,female,1994.0
1361513,male,1972.0
173157,male,1990.0
197689,male,1976.0
198436,female,1963.0
204401,female,1964.0
205384,male,1980.0
254158,male,1961.0
287984,male,1978.0
330026,male,1983.0
337322,male,1985.0
342987,female,1972.0
354672,female,1973.0
376382,male,1981.0
430326,female,1979.0
452286,male,1957.0
471482,male,1987.0
479039,male,1978.0
489339,male,1974.0
511095,female,1942.0
549639,male,1947.0
575757,female,1956.0
602938,male,1971.0
619184,male,1979.0
686613,female,1955.0
696820,female,1989.0
698475,male,1992.0
704572,female,1989.0
718588,female,1995.0
728980,female,1974.0
729716,male,1982.0
738712,male,1977.0
836227,female,1973.0
860464,male,1989.0
861016,male,1960.0
891861,female,1967.0
914958,male,1969.0
922599,male,1979.0
932614,female,1994.0
967006,female,1994.0
984913,male,1996.0
1035259,male,1986.0
1041549,male,2000.0
1070208,female,1996.0
1073459,,
1077399,male,1968.0
1099864,male,1997.0
1120421,male,1991.0
1188889,male,1975.0
1196686,male,1992.0
1209451,female,2002.0
1218969,female,2001.0
1228167,male,1997.0
1234986,,
1253668,male,1976.0
1254487,female,1993.0
1338872,female,1988.0
1347185,male,1994.0
190444,male,1962.0
204870,female,1956.0
215776,male,1982.0
244697,female,1959.0
249601,male,1969.0
251455,male,1951.0
292690,male,1986.0
313616,female,1992.0
324699,female,1949.0
387227,male,1961.0
395468,male,1957.0
413956,male,1979.0
417801,male,1975.0
466177,female,1963.0
515174,male,1974.0
545316,male,1988.0
546784,male,
579472,male,1973.0
586155,male,1995.0
601757,male,1989.0
616242,female,1986.0
619649,female,1993.0
620948,male,1973.0
659215,female,1977.0
669351,,
689522,male,1963.0
712061,male,1968.0
720406,male,1978.0
747812,female,1990.0
754200,male,1955.0
762186,male,1975.0
771756,female,1993.0
788035,,
806415,,
827270,female,1975.0
827317,female,1992.0
866487,male,1974.0
868846,male,1979.0
872350,female,1996.0
875942,male,1990.0
947527,,
953562,female,1985.0
966606,male,1978.0
969457,male,1981.0
993287,male,1977.0
1101054,male,1994.0
1104289,female,1974.0
1110437,male,1986.0
1175842,male,1994.0
1199371,female,1995.0
1209407,male,1976.0
1259984,male,1987.0
1260086,female,1996.0
1297847,male,1991.0
1325217,female,1980.0
1335268,male,1985.0
1337706,female,1973.0
1339579,male,1995.0
1352415,male,1978.0
1352531,male,1972.0
1362589,male,1993.0
225929,male,1962.0
227749,male,1984.0
250304,male,1986.0
261350,male,1942.0
263037,male,1974.0
269567,male,1988.0
284881,male,1986.0
287057,male,1968.0
308652,female,1958.0
309670,female,1964.0
332072,female,1980.0
379905,female,1985.0
398908,male,1976.0
402244,male,1970.0
405855,male,1957.0
410078,male,1982.0
422824,female,1995.0
474433,male,1985.0
482950,female,1994.0
501641,female,1954.0
515608,male,1971.0
516804,female,1959.0
517271,male,1997.0
536427,female,1942.0
550460,male,1990.0
552598,female,1997.0
553592,female,1980.0
587125,male,1986.0
611930,female,1959.0
676222,female,1995.0
683435,male,1992.0
721486,male,1957.0
726795,male,1982.0
751962,male,1980.0
764713,female,1984.0
778930,male,1963.0
784098,male,1973.0
787564,female,1958.0
800938,male,1989.0
808507,male,1993.0
823118,female,1959.0
859446,male,1987.0
867956,female,1988.0
923049,female,1963.0
925039,male,1979.0
959976,female,1997.0
972543,male,1978.0
974578,male,1990.0
979839,male,1991.0
982214,female,1993.0
1077368,,
1111252,male,1942.0
1141464,female,1991.0
1153233,male,1967.0
1161835,male,1978.0
1180442,male,1995.0
1220319,female,1992.0
1227517,male,1952.0
1255429,female,1983.0
1303170,male,1983.0
1327110,male,1973.0
179560,male,1988.0
240842,male,1955.0
254276,male,1969.0
254804,female,1970.0
260625,female,1991.0
261535,male,1979.0
268962,male,1958.0
273523,male,1984.0
287551,female,1959.0
347070,male,1982.0
350869,female,1973.0
371153,female,1962.0
383563,female,1983.0
451686,male,1982.0
480207,female,1973.0
505020,male,1986.0
516617,female,1957.0
520265,male,1991.0
521457,female,1968.0
524511,male,1944.0
583478,male,1991.0
614355,male,
715055,male,1960.0
723615,female,1993.0
756752,male,1983.0
760326,female,1998.0
765545,female,1985.0
773166,male,1974.0
791894,,
805397,,
851270,male,1953.0
868840,male,1980.0
914654,male,1959.0
919597,,
926230,male,1981.0
928768,female,1975.0
965287,female,1978.0
994135,male,1980.0
1003978,male,1998.0
1009573,,
1031689,female,1947.0
1039208,male,1977.0
1094603,female,1955.0
1106501,male,1990.0
1123865,male,1961.0
1158665,female,1998.0
1163031,female,1980.0
1181586,male,1979.0
1187931,male,1988.0
1196759,female,1992.0
1230329,male,1981.0
1233604,male,1978.0
1234600,male,1991.0
1246190,female,1973.0
1256014,male,1976.0
1263128,male,1999.0
1285843,,
1305198,male,1995.0
1348806,male,1969.0
191347,male,1951.0
217745,male,1980.0
239473,female,1971.0
264087,male,1979.0
313409,male,1974.0
321503,male,1987.0
346761,female,1976.0
357483,female,1990.0
362802,,
376262,female,1980.0
384198,male,1986.0
400837,male,1990.0
417314,female,1987.0
427667,female,1989.0
434108,male,1942.0
476832,male,1970.0
484664,male,1994.0
520071,female,1996.0
526495,female,1944.0
539140,male,1985.0
547554,male,1958.0
559827,male,1994.0
577042,female,1973.0
644277,female,1987.0
669624,male,1990.0
697476,male,
733191,,
743017,female,1972.0
764060,female,1978.0
782626,female,1992.0
788003,female,1999.0
808467,male,1992.0
823532,female,1984.0
823885,male,1980.0
846085,male,1996.0
851958,male,1966.0
870068,female,1964.0
890570,male,1989.0
892883,male,1968.0
919434,male,1998.0
978702,female,1953.0
1021084,,
1104207,female,1977.0
1132136,female,1972.0
1134489,female,1991.0
1140250,male,1986.0
1157919,male,1976.0
1173363,,
1203395,male,1973.0
1211338,female,1990.0
1242170,female,1996.0
1253328,female,1987.0
1271403,male,1988.0
1313528,female,1984.0
1320862,male,1972.0
1333450,male,1981.0
1344015,female,1998.0
1350686,female,1977.0
1355527,,
1357932,male,1985.0
197505,male,1970.0
210311,female,1984.0
249130,female,1982.0
257642,male,1967.0
286512,male,1952.0
311770,female,1990.0
356646,female,1982.0
366681,female,1955.0
376410,female,1988.0
383176,male,1989.0
412165,male,1984.0
445855,male,1970.0
468856,male,1987.0
472029,male,1992.0
509934,female,1968.0
561520,female,1976.0
563651,male,1981.0
571006,female,1966.0
628167,male,1964.0
629378,male,1974.0
630989,male,1980.0
634285,male,1994.0
659551,male,1983.0
715651,male,1981.0
719211,male,1967.0
722556,female,1955.0
729419,male,1960.0
757511,male,1985.0
769233,male,1990.0
780481,male,1963.0
801486,male,1991.0
803837,,
806438,male,1980.0
807530,male,1982.0
810121,male,1978.0
830216,male,1986.0
843616,female,1972.0
855108,male,1980.0
899984,female,1971.0
913138,male,1989.0
973991,female,
980180,female,1973.0
1034946,male,1976.0
1053702,male,1998.0
1075278,male,1994.0
1079017,,
1086212,male,1984.0
1118552,male,1991.0
1122048,male,1969.0
1136373,male,1977.0
1170809,male,1984.0
1177060,female,1973.0
1207919,male,1998.0
1210712,,
1244105,male,1983.0
1258494,male,1975.0
1285554,male,1976.0
1307973,male,1991.0
1311996,,
1351952,,
1352703,male,1982.0
190264,female,1970.0
223542,female,1968.0
233402,male,1953.0
264587,male,1977.0
285081,male,1955.0
321996,male,1981.0
329638,female,1970.0
339496,female,1964.0
353777,male,1972.0
376284,female,1995.0
406447,male,1992.0
430595,female,1995.0
473766,male,1976.0
483502,female,1981.0
497057,male,1977.0
523500,male,1962.0
531560,female,1994.0
538247,female,1987.0
554488,male,1986.0
574988,male,1980.0
575325,male,1983.0
579796,male,1987.0
627076,,
636622,female,1978.0
675927,,
682420,female,1985.0
693955,female,1990.0
701075,male,1995.0
755612,male,1979.0
759584,male,1986.0
797413,female,1982.0
801155,female,1948.0
835432,female,1971.0
839278,male,2001.0
854580,male,1978.0
858061,male,1996.0
880299,male,1987.0
927898,male,1986.0
959797,male,1991.0
989113,male,1970.0
1004307,male,1997.0
1006009,male,1963.0
1035917,male,1984.0
1073952,male,1959.0
