gender,birth_year,jan_1,jan_2,jan_3,jan_4,feb_1,feb_2,feb_3,feb_4,mar_1,mar_2,mar_3,mar_4,apr_1,apr_2,apr_3,apr_4,may_1,may_2,may_3,may_4,jun_1,jun_2,jun_3,jun_4,jul_1,jul_2,jul_3,jul_4,aug_1,aug_2,aug_3,aug_4,sep_1,sep_2,sep_3,sep_4,oct_1,oct_2,oct_3,oct_4,nov_1,nov_2,nov_3,nov_4,dec_1,dec_2,dec_3,dec_4,churn_1,churn_2,churn_3,churn_4,churn_5,churn_6,churn_7,churn_8,churn_9,churn_10,dec_churn
male,1982.0,100.0,0.0,535.0,1.0,1502.5,2.0,1502.5,2.0,0.0,0.0,0.0,0.0,310.0,1.0,2345.65,5.0,100.0,0.0,1697.5,3.0,100.0,0.0,194.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,737.5,1.0,100.0,0.0,286.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
male,1983.0,100.0,0.0,5792.56,2.0,100.0,0.0,3280.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,4931.83,4.0,100.0,0.0,2009.5,2.0,100.0,0.0,11876.7,2.0,0.0,0.0,0.0,0.0,100.0,0.0,235.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1744.33,1.0,1744.33,1.0,17020.0,3.0,21094.39,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
male,1993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,5747.62,3.0,799.48,1.0,799.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,948.22,1.0,948.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
male,1978.0,100.0,0.0,190.0,1.0,925.0,2.0,2167.0,4.0,610.0,1.0,3863.26,6.0,625.9,1.0,1240.48,2.0,1000.0,1.0,2475.75,2.0,100.0,0.0,340.0,1.0,1103.14,2.0,1103.14,2.0,100.0,0.0,1498.84,1.0,100.0,0.0,1749.19,1.0,670.0,1.0,1361.5,2.0,0.0,0.0,0.0,0.0,100.0,0.0,382.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1990.0,0.0,0.0,0.0,0.0,3467.5,3.0,7142.5,5.0,7559.5,1.0,7559.5,1.0,2101.78,1.0,2926.78,2.0,2880.73,1.0,9348.58,3.0,1589.02,1.0,1589.02,1.0,0.0,0.0,0.0,0.0,100.0,0.0,2154.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2294.5,2.0,1609.36,1.0,1609.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
female,1964.0,100.0,0.0,839.28,1.0,0.0,0.0,0.0,0.0,100.0,0.0,2121.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1968.07,2.0,100.0,0.0,4318.62,3.0,100.0,0.0,898.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1497.82,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
female,1982.0,100.0,0.0,400.0,1.0,100.0,0.0,5715.34,2.0,100.0,0.0,5839.45,2.0,100.0,0.0,3628.0,2.0,100.0,0.0,5286.22,2.0,100.0,0.0,12627.87,4.0,100.0,0.0,15942.28,5.0,100.0,0.0,2298.52,1.0,100.0,0.0,4880.47,2.0,1350.64,1.0,6839.35,3.0,1178.59,1.0,11218.54,4.0,100.0,0.0,1938.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1979.0,1762.99,1.0,78750.25,6.0,100.0,0.0,104588.32,11.0,100.0,0.0,60410.68,8.0,100.0,0.0,27618.64,2.0,100.0,0.0,96633.58,10.0,4153.9,2.0,80246.95,15.0,100.0,0.0,71130.13,8.0,23798.29,3.0,100213.15,11.0,1145.8,1.0,70797.28,13.0,3305.5,2.0,83829.75,15.0,2342.77,2.0,77457.28,13.0,3933.88,2.0,52103.77,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1956.0,0.0,0.0,0.0,0.0,100.0,0.0,1126.0,1.0,100.0,0.0,3587.5,1.0,981.1,1.0,4730.53,3.0,100.0,0.0,790.0,1.0,6644.4,2.0,6644.4,2.0,1434.52,2.0,8827.39,4.0,100.0,0.0,661.0,1.0,1371.76,1.0,1371.76,1.0,100.0,0.0,3886.3,3.0,5495.8,1.0,5495.8,1.0,100.0,0.0,7180.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1981.0,11869.15,2.0,29120.5,5.0,100.0,0.0,57395.02,10.0,21957.19,3.0,50712.19,12.0,23579.88,5.0,53875.8,12.0,27243.49,2.0,34549.99,5.0,7303.45,1.0,27461.95,12.0,31752.76,7.0,38526.76,18.0,27299.29,4.0,38999.29,9.0,21251.23,5.0,33854.26,12.0,22174.12,2.0,23314.12,4.0,23831.53,3.0,97449.34,18.0,43248.43,6.0,65514.43,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1971.0,1262.5,1.0,8808.04,3.0,8703.79,2.0,12843.79,4.0,100.0,0.0,7679.41,3.0,5256.31,3.0,21492.79,9.0,1975.0,1.0,19391.23,7.0,14546.43,3.0,14546.43,3.0,10089.01,2.0,17606.34,5.0,0.0,0.0,0.0,0.0,7587.52,2.0,12468.76,4.0,2695.0,1.0,6047.5,3.0,100.0,0.0,9092.5,3.0,4513.57,2.0,9004.57,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1969.0,3039.43,3.0,9493.42,6.0,2920.0,2.0,7972.47,5.0,5302.81,2.0,14872.27,6.0,6698.56,3.0,49635.49,21.0,100.0,0.0,8073.22,4.0,100.0,0.0,5430.82,2.0,100.0,0.0,3657.52,1.0,4748.58,2.0,11308.74,7.0,640.0,1.0,8480.5,9.0,6704.8,3.0,8874.82,5.0,8312.23,3.0,14901.73,7.0,8086.0,5.0,10372.62,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1962.0,958.0,1.0,3816.82,4.0,100.0,0.0,610.0,1.0,100.0,0.0,3179.38,3.0,0.0,0.0,0.0,0.0,1505.5,1.0,1783.03,2.0,2648.08,2.0,7864.87,4.0,0.0,0.0,0.0,0.0,1236.79,1.0,1236.79,1.0,325.0,1.0,325.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,991.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
female,1984.0,19718.13,3.0,42948.58,15.0,33362.07,7.0,52384.92,13.0,100.0,0.0,3732.13,6.0,13051.0,3.0,18885.07,6.0,8753.32,4.0,38987.14,15.0,11020.33,6.0,19335.64,12.0,100.0,0.0,11149.06,8.0,14231.45,3.0,24294.81,5.0,542.5,1.0,1082.5,2.0,9084.31,2.0,20231.95,6.0,4306.0,3.0,5140.0,5.0,18296.43,4.0,23832.15,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1963.0,100.0,0.0,1043.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1952.5,1.0,3531.94,2.0,100.0,0.0,10242.31,1.0,0.0,0.0,0.0,0.0,100.0,0.0,5640.04,1.0,100.0,0.0,5591.73,1.0,3134.34,1.0,8106.22,2.0,100.0,0.0,6320.82,2.0,100.0,0.0,13798.59,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1972.0,100.0,0.0,16218.34,5.0,100.0,0.0,16130.55,3.0,701.4,1.0,9806.59,6.0,100.0,0.0,3355.77,2.0,100.0,0.0,9399.94,3.0,100.0,0.0,9315.12,2.0,100.0,0.0,7088.98,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
female,1965.0,1021.0,2.0,3266.5,9.0,1495.0,4.0,6982.0,14.0,2567.5,3.0,6526.0,14.0,5530.3,3.0,6946.3,7.0,4796.5,1.0,8348.77,3.0,100.0,0.0,820.0,1.0,100.0,0.0,2671.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1583.5,3.0,287.5,1.0,1897.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
female,1989.0,0.0,0.0,0.0,0.0,100.0,0.0,602.5,1.0,0.0,0.0,0.0,0.0,4176.48,1.0,4968.48,3.0,0.0,0.0,0.0,0.0,100.0,0.0,550.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,207.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.62,1.0,950.62,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
female,1956.0,100.0,0.0,4416.27,1.0,527.5,1.0,527.5,1.0,250.0,1.0,250.0,1.0,407.5,1.0,1180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,1.0,250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,1.0,3250.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,600.01,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
female,1995.0,21431.28,2.0,21431.28,2.0,100.0,0.0,20778.07,2.0,100.0,0.0,20829.37,2.0,100.0,0.0,15801.52,2.0,100.0,0.0,8724.07,1.0,2552.5,1.0,5993.89,3.0,17612.26,1.0,17612.26,1.0,100.0,0.0,7287.04,3.0,34002.79,1.0,34002.79,1.0,0.0,0.0,0.0,0.0,13653.76,1.0,31902.34,2.0,100.0,0.0,5378.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1978.0218472853128,100.0,0.0,14554.09,2.0,100.0,0.0,10828.78,2.0,100.0,0.0,887.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,1.0,23408.17,5.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
male,1964.0,15503.68,3.0,27635.1,5.0,100.0,0.0,18864.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,4490.23,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
male,1965.0,5581.36,2.0,14316.97,4.0,100.0,0.0,3696.31,2.0,1060.0,1.0,1060.0,1.0,5192.5,3.0,5192.5,3.0,100.0,0.0,2392.21,1.0,100.0,0.0,3317.95,1.0,461.32,1.0,461.32,1.0,0.0,0.0,0.0,0.0,1540.0,1.0,1540.0,1.0,5420.34,1.0,5420.34,1.0,1818.57,1.0,1818.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1968.0,766.0,1.0,5119.0,2.0,3950.98,1.0,16208.98,2.0,3237.28,1.0,3237.28,1.0,100.0,0.0,6365.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
male,1971.0,1083.58,2.0,2711.92,4.0,10849.78,5.0,12666.28,6.0,5094.6,3.0,7872.47,5.0,6589.39,2.0,17514.28,7.0,4812.82,2.0,4812.82,2.0,2773.68,1.0,4404.42,2.0,1164.85,1.0,1890.19,2.0,0.0,0.0,0.0,0.0,100.0,0.0,1082.17,1.0,3951.67,1.0,4599.13,2.0,2242.33,1.0,2242.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1992.0,0.0,0.0,0.0,0.0,4219.32,1.0,4219.32,1.0,385.0,1.0,385.0,1.0,7774.84,1.0,10143.34,2.0,100.0,0.0,4660.03,1.0,100.0,0.0,4982.5,2.0,8384.65,1.0,8384.65,1.0,100.0,0.0,3655.0,1.0,5297.44,1.0,5297.44,1.0,3757.78,2.0,3757.78,2.0,1840.0,1.0,1840.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1974.0,317.8,1.0,317.8,1.0,3234.1,1.0,6429.1,3.0,295.0,1.0,1435.0,3.0,1882.0,3.0,7920.73,9.0,340.0,1.0,2290.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,1206.64,2.0,100.0,0.0,8877.79,3.0,100.0,0.0,14434.84,4.0,9047.44,2.0,13001.44,3.0,1490.5,1.0,14714.38,7.0,1792.45,1.0,8971.51,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1974.0,100.0,0.0,2323.95,1.0,0.0,0.0,0.0,0.0,100.0,0.0,4300.29,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1094.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
male,1981.0,100.0,0.0,4282.0,1.0,100.0,0.0,9724.0,1.0,1062.52,1.0,1467.52,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1720.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1820.5,1.0,100.0,0.0,1360.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
male,1966.0,0.0,0.0,0.0,0.0,2702.5,1.0,2702.5,1.0,0.0,0.0,0.0,0.0,100.0,0.0,9628.0,1.0,18410.88,2.0,20558.88,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35676.76,3.0,36209.26,4.0,4780.0,2.0,10990.0,3.0,100.0,0.0,202067.5,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
